id	title	story	gender	link	image
88	성실한 나라의 앨리스	제가 이래봬도 스펙이 좋거든요. 제 자랑은 아니지만 자격증이 한 14개? 어렸을 때부터 손으로 하는건 뭐든지 잘했어요~ 근데 결국 컴퓨터에 일자리를 뺏겼죠. 그래도 다행이 취직도 하고, 사랑하는 남편까지 만났어요. 그래서 둘이 함께 살 집을 사기로 결심했죠. 잠도 줄여가며 투잡 쓰리잡 열심히 일했어요. 근데 아무리 꾸준히 일해도 빚은 더 쌓이더라고요. 그러다 빚을 한방에 청산할 기회가 찾아왔는데! 왜 행복을 방해하는 사람들이 자꾸 생기는 걸까요? 이제 제 손재주를 다르게 써보려고요. 더 이상 당하고만 있지 않을 거예요! 5포세대에 고함! 열심히 살아도 행복해 질 수 없는 세상, 그녀의 통쾌한 복수가 시작된다!	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=118323	https://movie-phinf.pstatic.net/20150811_104/1439277710806xx5Dv_JPEG/movie_image.jpg?type=f67
89	보루토 - 나루토 더 무비	오랜 세월에 걸친 전쟁이 끝나고 고도성장을 이룬 새 시대, 평화의 시대를 이끌고 있는 것은 전설이 된 7대 호카게 우즈마키 나루토다. 분신술로도 감당하지 못할 만큼 바쁜 나날을 보내는 중에 나뭇잎 마을에서는 다섯 마을 통합으로 개최되는 중급닌자 선발시험이 한창이다. 각 마을을 대표하는 3인 1조의 하급 닌자들! 사스케의 딸이자 나루토를 동경하는 사라다와 수수께끼를 지닌 우수한 닌자 미츠키, 그리고 재능을 갖췄으면서도 나루토를 망할 아빠 취급하는 보루토도 참가 중이다. 마을의 영웅이지만 너무나 바쁜 아버지가 늘 미웠던 보루토는 ‘나루토의 유일한 라이벌’인 사스케의 제자가 되어 아버지를 놀라게 하는데… 마지막 개인전이 치뤄지던 그 순간! 차크라콜렉터 모모시키와 킨시키가 나타나 나루토의 차크라를 노리며 공격해온다! 나루토는 필사의 각오로 사람들을 구하지만 모모시키의 술법에 이공간으로 사라지고 만다. 그제서야 아버지의 걸어온 길과 그 무게를 느낀 보루토는 스승인 사스케, 다섯 카게들과 아버지를 구하기 위한 길을 나선다!	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=140711	https://movie-phinf.pstatic.net/20151116_278/1447635254591CT92R_JPEG/movie_image.jpg?type=f67
90	킹메이커	대통령을 꿈꾸는 정치인 ‘김운범’과 그의 뒤에서 뛰어난 선거전략을 펼친 ‘서창대’의 치열한 선거전쟁을 그린 영화	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=177366	https://movie-phinf.pstatic.net/20190326_70/1553566815916SQ8dM_JPEG/movie_image.jpg?type=f67
91	스테이션 7	1985년 냉전 시대, 우주를 향한 국가간의 끝없는 경쟁이 펼쳐졌다. 소비에트 연방의 전유물인 살류트-7(Salyut-7) 우주 정거장이 궤도를 이탈하게 되고, 제어할 수 없는 우주선에 도킹을 시도하기 위해 떠나는 블라디미르와 빅토르. 그들에게 인류 역사상 최대의 미션이 주어진다! TIP. 미국 NASA가 경계했던 바로 그 역사적인 우주 미션!	N	https://movie.naver.com/movie/bi/mi/basic.nhn?code=165751	https://movie-phinf.pstatic.net/20171123_194/1511417612510xxD5j_JPEG/movie_image.jpg?type=f67
92	첫 키스만 50번째	‘헨리’(아담 샌들러)는 낮에는 하와이 수족관에서 동물들을 돌보고, 밤에는 여행객들과의 화끈한 하룻밤을 즐기는 노련한 작업남. 우연히 ‘루시’를 만나게 된 그는 사랑스러운 그녀에게 첫 눈에 반해 다가간다. 그러나 ‘헨리’의 화려한 입담에 넘어온 줄로만 알았던 ‘루시’는 다음 날 그를 파렴치한 취급하며 기억조차 하지 못한다. ‘헨리’는 그녀가 단기 기억상실증에 걸렸으며, 매일 아침이면 모든 기억이 10월 13일 일요일 교통사고 당일로 돌아가버린다는 사실을 알게 된다. 매일이 자신과의 첫 만남인 ‘루시’의 마음을 사로잡기 위해 ‘헨리’는 매번 기상천외한 작업을 시도하고, 하루 하루 달콤한 첫 데이트를 만들어가던 어느 날, ‘루시’는 자신이 단기 기억상실증에 걸렸다는 사실을 깨닫고 충격을 받게 되는데... 과연, 두 사람의 사랑은 이뤄질 수 있을까?	N	https://movie.naver.com/movie/bi/mi/basic.nhn?code=172458	https://movie-phinf.pstatic.net/20200319_221/1584607674344eBoeS_JPEG/movie_image.jpg?type=f67
93	비포 선라이즈	파리로 돌아가는 셀린과 비엔나로 향하는 제시. 기차 안에서 우연히 만난 그들은 짧은 시간에 서로에게 빠져든다. “나와 함께 비엔나에 내려요” 그림 같은 도시와 꿈같은 대화 속에서 발견한 서로를 향한 강한 이끌림은 풋풋한 사랑으로 물들어 간다. 밤새도록 계속된 그들의 사랑 이야기 끝에 해가 떠오르기 시작하고 그들은 헤어져야만 하는데… 단 하루, 사랑에 빠지기 충분한 시간 낭만적인 로맨스가 다시 피어오른다.	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=169978	https://movie-phinf.pstatic.net/20171019_36/1508391704967HDTSm_JPEG/movie_image.jpg?type=f67
94	벼랑 위의 포뇨	호기심 많은 물고기 소녀 ‘포뇨’는 따분한 바다 생활에 싫증을 느끼고, 급기야 아빠 몰래 늘 동경하던 육지로 가출을 감행한다. 해파리를 타고 육지로 올라온 ‘포뇨’는 그물에 휩쓸려 유리병 속에 갇히는 위기에 처하게 되고 때마침 해변가에 놀러 나온 소년 ‘소스케’의 도움으로 구출된다. ‘소스케’와의 즐거운 육지 생활도 잠시, 인간의 모습을 포기하고 바다의 주인이 된 아빠 ‘후지모토’에 의해 결국 ‘포뇨’는 바다로 다시 돌아간다. 하지만 여동생들의 도움으로 탈출에 성공한 ‘포뇨’는 소녀의 모습으로 변해 거대한 파도와 함께 ‘소스케’에게로 향하는데… 과연 포뇨는 어려움을 뚫고 소스케를 다시 만날 수 있을 것인가?	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=66464	https://movie-phinf.pstatic.net/20111222_95/1324534697829dzdrz_JPEG/movie_image.jpg?type=f67
95	라이프 오브 파이	인도에서 동물원을 운영하던 ‘파이’의 가족은 동물들을 싣고 이민을 떠나는 도중 거센 폭풍우를 만나고 배는 침몰한다. 혼자 살아남은 파이는 가까스로 구명보트에 올라 타지만 다친 얼룩말과 굶주린 하이에나, 그리고 오랑우탄과 함께 표류하게 된다. 하지만 모두를 놀라게 만든 진짜 주인공은 바로 보트 아래에 몸을 숨기고 있던 벵골 호랑이 ‘리처드 파커’! 배고픔에 허덕이는 동물들은 서로를 공격하고 결국 파이와 리처드 파커만이 배에 남게 되는데… 끝없이 펼쳐진 수평선, 거대하게 빛나는 고래 바다를 빛으로 물들인 해파리, 미어캣이 사는 신비의 섬까지, 파이와 리처드 파커 앞에 그 누구도 보지 않고서는 믿을 수 없는 놀라운 광경이 펼쳐진다!	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=87309	https://movie-phinf.pstatic.net/20180329_289/1522286754012iymfo_JPEG/movie_image.jpg?type=f67
96	세상을 바꾼 변호인	남녀 차별이 당연시되던 시대에 태어난 ‘긴즈버그’는 1950년대 하버드대학교 로스쿨에서 전체 학생의 단 2%에 해당하는 9명의 여학생 중 한 명으로서 수석졸업을 하고 두 아이를 키우며 법대 교수가 된다. 그리고 1970년대, 우연히 남성 보육자와 관련된 한 사건을 접하게 된다. 긴즈버그는 이것이 남성의 역차별 사건이며 성차별의 근원을 무너뜨릴 수 있는, 50년 전쟁의 포문을 열 열쇠임을 직감한다. 모두가 도저히 이길 수 없는 싸움, 패배가 확정된 재판이라 말렸지만, 긴즈버그는 남편과 딸의 지지에 힘입어 178건의 합법적 차별을 무너뜨릴 세기의 재판에 나서는데… 세상을 바꿀 위대한 용기, 모두의 평등을 위한 결정적 반전이 시작된다!	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=137865	https://movie-phinf.pstatic.net/20190520_50/1558319419022YdKcl_JPEG/movie_image.jpg?type=f67
97	잉여들의 히치하이킹	파리, 로마, 이스탄불, 런던까지… 전 유럽을 발칵 뒤집어 놓은 무일푼 잉여들의 물물교환 유럽 평정기! 스스로를 '잉여인간'이라고 부르는 호재(24), 하비(22), 현학(20), 휘(20). 처음이자 마지막일지도 모를 잉여로운(?) 20대 보내기를 위해 네 친구들은 단돈 80만원과 카메라 1대만 들고 무작정 유럽 행 비행기에 몸을 싣는다. ‘잉여4’는 숙박업소 홍보영상을 찍어주고 '물물교환'으로 무료숙식을 제공받아 1년간 전 유럽을 일주하겠다는 야망과 동시에, 마지막에는 뮤직비디오를 한편 만들어 보겠다는 거창한(?) 계획을 세우고 드디어 프랑스 파리에 첫발을 내딛는 데… 하지만 처음 계획과 달리 이들을 찾아주는 곳은 한 곳도 없고, 결국 아무런 소득 없이 추위를 피해 남쪽인 이탈리아 로마까지 히치하이킹을 떠나게 되고, 추위와 배고픔에 지쳐가며 히치하이킹을 이어가던 이들에게 뜻밖의 기회가 찾아오는데... 터키의 이스탄불, 그들의 마지막 종착역인 영국의 런던까지 단 한편의 ‘홍보영상’으로 ‘전 유럽 호스텔계의 슈퍼스타’가 된 ‘잉여4’ 이제 마지막으로 하고 싶은 것이 남았다. 뮤직비디오 제작… 남은 여행일정은 단 5일. 과연 이들의 꿈은 이뤄질 수 있을까? 이들의 파란만장한 365일간의 여정이 지금부터 시작된다.	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=115298	https://movie-phinf.pstatic.net/20131104_167/1383542156475kKEVI_JPEG/movie_image.jpg?type=f67
98	알라딘	불의를 보면 참지 못하는 착한 마음을 가진 알라딘!! 힘없는 사람들을 돕기 위해 병사에게 쫓기던 중 나쁜 마법사 자파에게서 도망치던 자스민공주와 만나 사랑에 빠지게 된다.	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=163788	https://movie-phinf.pstatic.net/20190524_104/1558663170174Q2mmw_JPEG/movie_image.jpg?type=f67
99	시카고	미시간호로 흘러드는 시카고강의 하구에 자리잡고 있으며, 호안에서 내륙으로 수십 km 들어가면, 호안에 병행하는 빙하시대의 종퇴석구가 활모양으로 이어진다. 퇴석구는 높이 30m 정도이다. 이것이 북아메리카 대륙 중부의 분수계이며 이를 경계로 하여 남쪽은 미시시피강 유역에서 멕시코만으로 흘러들고, 북쪽은 오대호를 거쳐 세인트로렌스의 유역을 이룬다. 또 이 낮은 분수계를 굴착하여 운하를 만들어 오대호와 미시시피강이 수로로 연결된 것이 시카고 발달의 기초가 되었다.	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=97902	https://ssl.pstatic.net/static/movie/2011/06/poster_default.gif
100	바그다드 카페 : 디렉터스컷	황량한 사막 한가운데 자리 잡은 초라한 ‘바그다드 카페’. 커피머신은 고장난지 오래고, 먼지투성이 카페의 손님은 사막을 지나치는 트럭 운전사들 뿐이다. 무능하고 게으른 남편을 쫓아낸 카페 주인 ‘브렌다’ 앞에, 남편에게 버림받은 육중한 몸매의 ‘야스민’이 찾아온다. 최악의 상황에서 만난 두 사람, 모든 것이 불편하기만 한 낯선 동거. 그러나 곧 야스민의 작은 마법으로 그녀들의 관계는 전환점을 맞이한다. 행복해지려는 노력, 꾸밈없는 미소. 자신의 가장 아름다운 모습을 발견해가는 소중한 시간들. 아무런 희망이 보이지 않던 '바그다드 카페'도 두 사람의 마법으로 따스하고 행복한 시간이 깃들게 되는데... 황량한 사막에서 일어난 마법 같은 기적! 당신의 삶을 위로할 가장 아름다운 뮤직바이블이 찾아옵니다! Calling You!	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=16601	https://movie-phinf.pstatic.net/20160616_88/1466067322694IiC89_JPEG/movie_image.jpg?type=f67
101	공범자들	2008년 미국산 쇠고기 수입문제 보도로 MB정부가 큰 타격을 입자 본격적인 언론 장악이 시작된다. 첫 타겟이 된 KBS가 권력에 의해 점차 무너지고, 2010년 ‘4대강 사업’의 실체를 고발한 MBC 도 점령당한다. 결국 방송 검열이라는 최악의 상황으로 치닫으면서, 더 이상 공영방송이 아닌 권력의 홍보 기지로 전락한 KBS와 MBC. 2014년 세월호 참사의 오보와 2016년 최순실 국정농단 사건의 진실마저 은폐하려 한다. 최승호 감독은 지난 10년 동안 공영방송을 망친 주범과 그들과 손잡은 공범자들의 실체를 밝히기 위해 다시 한 번 움직이기 시작하는데…	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=165461	https://movie-phinf.pstatic.net/20170731_231/15014620888879TqBt_JPEG/movie_image.jpg?type=f67
102	말모이	1940년대 우리말이 점점 사라져가고 있는 경성. 극장에서 해고된 후 아들 학비 때문에 가방을 훔치다 실패한 판수. 하필 면접 보러 간 조선어학회 대표가 가방 주인 정환이다. 사전 만드는데 전과자에다 까막눈이라니! 그러나 판수를 반기는 회원들에 밀려 정환은 읽고 쓰기를 떼는 조건으로 그를 받아들인다. 돈도 아닌 말을 대체 왜 모으나 싶었던 판수는 난생처음 글을 읽으며 우리말의 소중함에 눈뜨고, 정환 또한 전국의 말을 모으는 ‘말모이’에 힘을 보태는 판수를 통해 ‘우리’의 소중함에 눈뜬다. 얼마 남지 않은 시간, 바짝 조여오는 일제의 감시를 피해 ‘말모이’를 끝내야 하는데… 우리말이 금지된 시대, 말과 마음이 모여 사전이 되다	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=167699	https://movie-phinf.pstatic.net/20181227_80/1545901137289EGbWK_JPEG/movie_image.jpg?type=f67
103	싸이코	회사원인 마리오(쟈넷 리 분)는 그녀의 애인 샘(존 개빈 분)과 결혼하길 원하지만 샘은 빚을 갚을 때까지 기다리라고 말한다. 그래서 그녀는 자신이 다니고 있는 회사 사장이 은행에 입금하라고 맡긴 돈을 들고 도망친다. 돈을 가지고 샘을 만나러 떠난 그녀는 도주 첫날 밤 도로변에 있는 낡은 모텔에 묵게 된다. 모텔의 주인인 노만 베이츠(앤소니 퍼킨스)는 그녀에게 친절하게 대해주며 자신은 모텔 바로 뒤쪽 빅토리아풍의 큰 저택에서 몸이 불편한 어머니와 함께 살고 있다고 말한다. 잠자리에 들기 전, 마리온이 샤워를 하는 도중, 난데없이 검은 형상이 욕실에 나타나고 마리온은 실종된다. 실종된 마리온을 찾기 위해 그녀의 언니 릴라와 샘, 그리고 보험회사 측에서 고용한 탐정인 아보가스트 등 세 사람이 추적에 나선다. 아보가스트는 조사 끝에 그녀가 머물렀던 모텔을 찾게 되는데...	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=195683	https://ssl.pstatic.net/static/movie/2011/06/poster_default.gif
104	초콜렛 도넛	초콜렛 도넛을 세상에서 가장 좋아하는 마르코 그리고 그를 가장 사랑하는 특별한 남남커플 우린 이 아이를 행복하게 해주고 싶습니다. 초콜렛 도넛, 디스코, 해피엔딩 스토리를 좋아하는 다운증후군 소년 마르코 (아이작 레이바) 엄마는 사라지고 홀로 남겨진 마르코는 이웃이자 밤무대에서 쇼댄서로 살아가는 루디(알란 커밍)와 함께 살며 처음으로 가족의 행복을 느끼게 된다. 루디는 불행한 상황에서도 순수함을 잃지 않는 마르코를 꼭 지켜야겠다는 일념으로 연인이자 검사인 폴(가렛 딜라헌트)과 함께 양육권을 위한 재판을 시작하지만 세상은 그들이 부모가 되는 것을 허락하지 않는데.. 과연 마르코의 해피엔딩은 이루어 질 수 있을까?	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=93236	https://movie-phinf.pstatic.net/20140915_190/1410745607748rsHSW_JPEG/movie_image.jpg?type=f67
105	문라이즈 킹덤	사고로 가족을 잃고 위탁가정을 전전하는 카키 스카우트의 문제아 '샘' 부유한 가정에서 자랐지만 친구라곤 라디오와 책, 고양이밖에 없는 외톨이 '수지' 1년 전, 교회에서 단체로 연극을 보다가 몰래 빠져나온 '샘'은 까마귀 분장을 한 '수지'에게 한눈에 반하게 되고, 그 후로 둘은 펜팔을 통해 감춰왔던 상처와 외로움을 나누며 점점 가까워진다. 서로를 보듬어주는 유일한 소울메이트이자 연인이 된 '샘'과 '수지'는 아무도 모르는 둘만의 아지트를 찾아 떠나기로 결심하고, 필요한 준비물들을 챙겨 각자 약속 장소로 향한다. 몇 시간 후 '샘'과 '수지'의 실종사건으로 인해 펜잔스 섬은 발칵 뒤집히고, 수지의 부모님과 카키 스카우트 대원들은 둘의 행방을 찾아 수색작전을 벌이기 시작하는데... 과연 '샘'과 '수지'의 애틋한 사랑은 이루어질 수 있을까?	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=90537	https://movie-phinf.pstatic.net/20121226_24/1356507294873N5TDv_JPEG/movie_image.jpg?type=f67
106	이프 온리	눈앞에서 사랑하는 연인을 잃은 남자는 다음 날 아침, 자신의 옆에서 자고 있는 연인을 보고 소스라치게 놀란다. 기쁨도 잠시, 정해진 운명은 바꿀 수 없단 것을 깨달은 그는 더 늦기 전에 자신의 진정한 사랑을 전하기로 마음먹는데… 네가 아니었다면 난 영영 사랑을 몰랐을 거야 사랑하는 법을 알게 해줘서 고마워, 사랑받는 법도.	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=144191	https://movie-phinf.pstatic.net/20151123_158/1448270998637pYYlX_JPEG/movie_image.jpg?type=f67
107	플립	새로 이사 온 미소년 브라이스를 보고 첫눈에 사랑을 직감한 7살 소녀 줄리. 솔직하고 용감한 줄리는 자신의 마음을 적극적으로 표현하지만 브라이스는 그런 줄리가 마냥 부담스럽다. 줄리의 러브빔을 요리조리 피해 다니기를 6년! 브라이스는 줄리에게 받은 달걀을 쓰레기통에 버리다 들키고, 화가 난 줄리는 그날부터 브라이스를 피하기 시작한다. 하지만 성가신 그녀가 사라지자 브라이스는 오히려 전 같지 않게 줄리가 신경 쓰이기 시작하는데…	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=185755	https://movie-phinf.pstatic.net/20190521_36/1558418371802RUSlA_JPEG/movie_image.jpg?type=f67
108	씽	한때 잘나갔던 문(Moon) 극장의 주인 코알라 ‘버스터 문’(매튜 맥커너히)은 극장을 되살리기 위해 대국민 오디션을 개최한다. 하지만 한 순간의 실수로 우승 상금이 1,000달러에서 10만 달러로 바뀌게 되고 이로 인해 전국 각지에서 동물들이 몰려와 오디션에 참가하게 된다. 25남매를 둔 슈퍼맘 돼지 ‘로지타’(리즈 위더스푼), 남자친구와 록스타의 꿈을 키우는 고슴도치 ‘애쉬’(스칼렛 요한슨), 범죄자 아버지를 둔 고릴라 ‘조니’(태런 에저튼), 무대가 두렵기만 한 코끼리 소녀 ‘미나’(토리 켈리), 그리고 오직 상금이 목적인 생쥐 ‘마이크’(세스 맥팔레인)까지! 꿈을 펼치기 위해 한 자리에 모인 이들은 자신들의 무대를 시작하는데…	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=144938	https://movie-phinf.pstatic.net/20161208_30/1481172865937GitfC_JPEG/movie_image.jpg?type=f67
109	그것만이 내 세상	"한때는 WBC 웰터급 동양 챔피언이었지만 지금은 오갈 데 없어진 한물간 전직 복서 '조하'(이병헌). 우연히 17년 만에 헤어진 엄마 '인숙'(윤여정)과 재회하고, 숙식을 해결하기 위해 따라간 집에서 듣지도 보지도 못했던 뜻밖의 동생 '진태'(박정민)와 마주한다. 난생처음 봤는데… 동생이라고?! 라면 끓이기, 게임도 최고로 잘하지만 무엇보다 피아노에 천재적 재능을 지닌 서번트증후군 진태. 조하는 입만 열면 ""네~"" 타령인 심상치 않은 동생을 보자 한숨부터 나온다. 하지만 캐나다로 가기 위한 경비를 마련하기 전까지만 꾹 참기로 결심한 조하는 결코 만만치 않은 불편한 동거생활을 하기 시작하는데… 살아온 곳도, 잘하는 일도, 좋아하는 것도 다른 두 형제가 만났다!"	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=158180	https://movie-phinf.pstatic.net/20180122_124/1516586697016QmvO1_JPEG/movie_image.jpg?type=f67
110	공동경비구역 JSA	판문점 공동경비구역 내 돌아오지 않는 다리 북측 초소에서 북한 초소병(신하균 분)이 총상을 입고 살해되는 사건이 발생한다. 사건 이후 북한은 남한의 기습테러공격으로, 남한은 북한의 납치설로 각각 엇갈린 주장을 한다. 양국은 남북한의 실무협조 하에 스위스와 스웨덴으로 구성된 중립국 감독위원회의 책임수사관을 기용해 수사에 착수할 것을 극적으로 합의한다. 중립국 감독 위원회에서는 책임수사관으로 쮜리히 법대 출신의 한국계 스위스인이며 군 정보단 소령인 소피(이영애 분)를 파견한다. 태어나 처음으로 한국에 입국한 소피는 남측과 북측 모두 피의자 인도 거부와 관계 당국의 비협조적인 태도로 수사 초기부터 어려움을 겪는다. 어렵게 사건 당사자인 남한의 이수혁 병장(이병헌 분)과 북한의 오경필 중사(송강호 분)를 만나 사건 정황을 듣게 되지만, 그들은 서로 상반된 진술만을 반복해 수사는 점차 미궁으로 빠져든다. 그러던 중 사건 최초의 목격자인 남성식 일병(김태우 분)의 진술에서 의혹을 느끼고 수사를 주변 인물로 확대시켜 나간다. 사건을 은폐 축소하려는 남북한의 상부조직의 음모와 극도의 혼돈 상태에 빠진 피의자들, 중립국 감독 위원회 측의 미온적인 수사태도로 소피는 계속적인 어려움을 겪게 되지만 시체부검과 증거물 조사, 공격적이고 치밀한 추적으로 점차 진실에 가까이 접근해 간다. 그러던 중 사건의 전모가 드러날 것을 두려워한 남성식이 돌연 투신 자살을 시도한다. 이 사건을 계기로 상부 조직은 소피의 아버지가 과거 한국전에 참전했던 인민군이었음을 폭로하고 중립국 감독위원회를 사주해 소피의 수사전권 해임을 통보한다. 남한 병사 이수혁 병장은 왜 북한 초소병을 쏘았을까? 최초 목격자인 남성식 일병은 왜 자살을 시도했을까? 그리고, 북한의 오경필 중사는 무엇을 숨기고 있는가? 그녀는, 진실을 파헤치기 위해 마지막 시도를 감행하는데.	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=15899	https://movie-phinf.pstatic.net/20111223_32/1324577751718PR2XX_JPEG/movie_image.jpg?type=f67
111	아무도 모른다	크리스마스 전에는 돌아오겠다는 메모와 약간의 돈을 남긴 채 어디론가 떠나버린 엄마 열두 살의 장남 아키라, 둘째 교코, 셋째 시게루, 그리고 막내인 유키까지 네 명의 아이들은 엄마를 기다리며 하루하루를 보낸다. 아키라는 동생들을 돌보며 헤어지지 않으려고 최선을 다하지만, 겨울이 지나고 봄이 되어도 엄마는 나타나지 않는다. 시간이 흐를수록 엄마가 빨리 돌아오지 않을 것이라는 생각을 한 네 명의 아이들은 감당하기 벅찬 시간들을 서로에게 의지하며 함께 보내기 시작하는데…	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=190696	https://ssl.pstatic.net/static/movie/2011/06/poster_default.gif
112	아워 이디엇 브라더	누가 봐도 모자라 보이는 순수영혼 ‘네드’(폴 러드)는 농장에서 일하던 중 경찰에게 약을 팔고 감옥에 수감된다. 이 일로 ‘네드’는 농장에서 쫓겨나고 여자친구에게 차이고 사랑하는 개 ‘윌리 넬슨’까지 빼앗기고 마는데… 그가 모든 것을 180° 바꾸기 시작했다! 하루아침에 집까지 잃은 ‘네드’는 세 자매를 찾아간다. 자신을 ‘돌’같이 보는 남편 때문에 외로운 첫째 누나 ‘리즈’(에밀리 모티머), 당당한 커리어 우먼이지만 남자에겐 인기 없는 헛똑똑이 둘째 누나 ‘미란다’(엘리자베스 뱅크스), 세상 모두를 사랑하는 박애주의자지만 갑작스런 임신에 당혹스러운 막내 여동생 ‘나탈리’(주이 디샤넬), 세 자매는 ‘네드’의 출연이 영 껄끄럽기만 하고, 눈치제로 ‘네드’는 그녀들의 인생에 멋대로 개입하기 시작하는데...	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=81028	https://movie-phinf.pstatic.net/20121017_277/1350455880508TEMJj_JPEG/movie_image.jpg?type=f67
113	하이큐!! 재능과 센스	'카라스노’ 고교 배구팀은 ‘인터하이’ 예선 탈락 후,  도쿄에서의 합숙 훈련 끝에 봄철 고교 배구 대회에 참가한다..  결승 진출을 노릴만큼 눈에 띄게 성장한 ‘카라스노’는  드디어 준결승에서 강호 ‘아오바 죠사이’ 고교와의 결전을 치르게 된다.   다시 한 번 맞붙게 된 ‘카게야마’와 ‘오이카와’, ‘카라스노’와 ‘아오바 죠사이’ 고교 사이의 경기에  모든 이들의 이목이 집중되는데…  모든 것을 내건 불꽃 같은 승부가 시작된다!	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=169348	https://movie-phinf.pstatic.net/20171113_173/15105410427086oNhz_JPEG/movie_image.jpg?type=f67
114	랜드 오브 마인	제2차 세계대전 종전 후, 덴마크군은 포로로 잡아둔 독일 소년병들을 독일군이 매설한 지뢰를 찾아 해체하는 작업에 투입시킨다. 서해안 해변에 심어진 4만 5천 개의 지뢰. 지뢰를 모두 제거하는 데 걸리는 시간은 석 달. 한번의 실수가 곧 죽음으로 이어질 수 있는 극한의 상황에서 집으로 돌아가기 위한 소년들의 멈출 수 없는 행진이 계속된다.	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=144100	https://movie-phinf.pstatic.net/20170314_187/1489452375998UtOzU_JPEG/movie_image.jpg?type=f67
115	남극의 쉐프	해발 3,810m, 평균기온 -54℃의 극한지 남극 돔 후지 기지. 귀여운 펭귄도, 늠름한 바다표범도, 심지어 바이러스조차 생존할 수 없는 이곳에서 8명의 남극관측 대원들은 1년 반 동안 함께 생활해야 한다. 기상학자 대장님, 빙하학자 모토, 빙하팀원 니이얀, 차량담당 주임, 대기학자 히라, 통신담당 본, 의료담당 닥터, 그리고 니시무라는 매일매일 대원들에게 맛있는 음식을 선사하는 조리담당이다. 평범한 일본 가정식에서부터 호화로운 만찬까지, 대원들은 “남극의 쉐프” 니시무라의 요리를 먹는 것이 유일한 낙. 강추위 속에서 계속되는 고된 작업으로 지쳐가는 그들에게 무엇보다 힘든 건, 보고 싶어도 볼 수 없는 사랑하는 아내와 아이들, 그리고 집에 대한 그리움이 사무치는 기러기 생활이다. 그러던 어느 날, 비축해놓은 라면이 다 떨어지고, 절망하는 대장님과 대원들을 위한 니시무라의 요리인생 최대의 무한도전이 시작되는데… 실제 남극관측 대원으로서 조리를 담당했던 니시무라 준의 유쾌한 에세이 “재미있는 남극요리인”을 영화화한 작품. 각본과 감독은 그동안 독립영화와 TV드라마를 통해 출중한 솜씨를 인정 받아 온 신예감독 오키타 슈이치와 함께 드라마 <아츠히메>와 영화 <제너럴 루즈의 개선>으로 큰 인기를 얻은 사카이 마사토가 주인공 니시무라 역을 맡아, 요리강습과 체중조절 등의 철저한 준비로 혼신의 힘을 다해 “남극의 쉐프”로 변신했다. 보는 것만으로도 포만감이 느껴지는 <남극의 쉐프> 속 음식들은 <카모메 식당><안경> 등의 푸드스타일리스트 이이지마 나오미의 손끝에서 탄생됐다. 극한의 남극을 무대로 하고 있지만 마음이 따뜻해지는 매력적인 작품으로 완성된 <남극의 쉐프&gt. 맛있는 요리로 이어지는 휴먼 코미디 <남극의 쉐프>는 웃음과 사랑이 풍성한 식탁을 선보인다.	N	https://movie.naver.com/movie/bi/mi/basic.nhn?code=72524	https://movie-phinf.pstatic.net/20111223_62/1324605642248KRRva_JPEG/movie_image.jpg?type=f67
